Term,RawFrequency,RelativeFrequency,ZScore,ZScoreRatio
þætte,5,288.58362,0.1581995,-0.9524178
abead,4,230.86691,0.07712386,-0.46431333
alegde,4,230.86691,0.07712386,-0.46431333
angan,4,230.86691,0.07712386,-0.46431333
beah,4,230.86691,0.07712386,-0.46431333
bearna,4,230.86691,0.07712386,-0.46431333
becom,4,230.86691,0.07712386,-0.46431333
becwom,4,230.86691,0.07712386,-0.46431333
bega,4,230.86691,0.07712386,-0.46431333
beheold,4,230.86691,0.07712386,-0.46431333
bence,4,230.86691,0.07712386,-0.46431333
beo,4,230.86691,0.07712386,-0.46431333
biowulfe,4,230.86691,0.07712386,-0.46431333
blod,4,230.86691,0.07712386,-0.46431333
blæd,4,230.86691,0.07712386,-0.46431333
bona,4,230.86691,0.07712386,-0.46431333
brecan,4,230.86691,0.07712386,-0.46431333
bryttan,4,230.86691,0.07712386,-0.46431333
burgum,4,230.86691,0.07712386,-0.46431333
byrnum,4,230.86691,0.07712386,-0.46431333
bæron,4,230.86691,0.07712386,-0.46431333
cræft,4,230.86691,0.07712386,-0.46431333
cuþon,4,230.86691,0.07712386,-0.46431333
cyn,4,230.86691,0.07712386,-0.46431333
cyninges,4,230.86691,0.07712386,-0.46431333
deð,4,230.86691,0.07712386,-0.46431333
don,4,230.86691,0.07712386,-0.46431333
dorste,4,230.86691,0.07712386,-0.46431333
dreah,4,230.86691,0.07712386,-0.46431333
dyre,4,230.86691,0.07712386,-0.46431333
eaferan,4,230.86691,0.07712386,-0.46431333
eafoð,4,230.86691,0.07712386,-0.46431333
ealdres,4,230.86691,0.07712386,-0.46431333
earm,4,230.86691,0.07712386,-0.46431333
eart,4,230.86691,0.07712386,-0.46431333
ecga,4,230.86691,0.07712386,-0.46431333
ecglafes,4,230.86691,0.07712386,-0.46431333
ecgðeowes,4,230.86691,0.07712386,-0.46431333
egesan,4,230.86691,0.07712386,-0.46431333
eldum,4,230.86691,0.07712386,-0.46431333
eom,4,230.86691,0.07712386,-0.46431333
estum,4,230.86691,0.07712386,-0.46431333
fag,4,230.86691,0.07712386,-0.46431333
fahne,4,230.86691,0.07712386,-0.46431333
feng,4,230.86691,0.07712386,-0.46431333
fengel,4,230.86691,0.07712386,-0.46431333
feonda,4,230.86691,0.07712386,-0.46431333
feower,4,230.86691,0.07712386,-0.46431333
fira,4,230.86691,0.07712386,-0.46431333
fleon,4,230.86691,0.07712386,-0.46431333
folca,4,230.86691,0.07712386,-0.46431333
fore,4,230.86691,0.07712386,-0.46431333
forma,4,230.86691,0.07712386,-0.46431333
forþan,4,230.86691,0.07712386,-0.46431333
frætwa,4,230.86691,0.07712386,-0.46431333
frætwum,4,230.86691,0.07712386,-0.46431333
fultum,4,230.86691,0.07712386,-0.46431333
fylle,4,230.86691,0.07712386,-0.46431333
fyrena,4,230.86691,0.07712386,-0.46431333
fægere,4,230.86691,0.07712386,-0.46431333
fæþm,4,230.86691,0.07712386,-0.46431333
gangan,4,230.86691,0.07712386,-0.46431333
geardum,4,230.86691,0.07712386,-0.46431333
gebeah,4,230.86691,0.07712386,-0.46431333
gebunden,4,230.86691,0.07712386,-0.46431333
gedefe,4,230.86691,0.07712386,-0.46431333
gedigde,4,230.86691,0.07712386,-0.46431333
gefremman,4,230.86691,0.07712386,-0.46431333
gefysed,4,230.86691,0.07712386,-0.46431333
gegan,4,230.86691,0.07712386,-0.46431333
gehwearf,4,230.86691,0.07712386,-0.46431333
gehwylc,4,230.86691,0.07712386,-0.46431333
gehwylce,4,230.86691,0.07712386,-0.46431333
gehwylces,4,230.86691,0.07712386,-0.46431333
gelicost,4,230.86691,0.07712386,-0.46431333
gelyfde,4,230.86691,0.07712386,-0.46431333
geman,4,230.86691,0.07712386,-0.46431333
gemealt,4,230.86691,0.07712386,-0.46431333
gemet,4,230.86691,0.07712386,-0.46431333
genam,4,230.86691,0.07712386,-0.46431333
geoce,4,230.86691,0.07712386,-0.46431333
geomor,4,230.86691,0.07712386,-0.46431333
georne,4,230.86691,0.07712386,-0.46431333
gerymed,4,230.86691,0.07712386,-0.46431333
gespræc,4,230.86691,0.07712386,-0.46431333
geteah,4,230.86691,0.07712386,-0.46431333
geworhte,4,230.86691,0.07712386,-0.46431333
gifeðe,4,230.86691,0.07712386,-0.46431333
giong,4,230.86691,0.07712386,-0.46431333
gledum,4,230.86691,0.07712386,-0.46431333
godum,4,230.86691,0.07712386,-0.46431333
goldes,4,230.86691,0.07712386,-0.46431333
goldhroden,4,230.86691,0.07712386,-0.46431333
goldsele,4,230.86691,0.07712386,-0.46431333
grendeles,4,230.86691,0.07712386,-0.46431333
grendle,4,230.86691,0.07712386,-0.46431333
grunde,4,230.86691,0.07712386,-0.46431333
guð,4,230.86691,0.07712386,-0.46431333
guðgewædu,4,230.86691,0.07712386,-0.46431333
guðrinc,4,230.86691,0.07712386,-0.46431333
guþe,4,230.86691,0.07712386,-0.46431333
gyd,4,230.86691,0.07712386,-0.46431333
gæst,4,230.86691,0.07712386,-0.46431333
harne,4,230.86691,0.07712386,-0.46431333
heafde,4,230.86691,0.07712386,-0.46431333
helme,4,230.86691,0.07712386,-0.46431333
helpan,4,230.86691,0.07712386,-0.46431333
heofones,4,230.86691,0.07712386,-0.46431333
heolfre,4,230.86691,0.07712386,-0.46431333
heora,4,230.86691,0.07712386,-0.46431333
heorðgeneatas,4,230.86691,0.07712386,-0.46431333
herge,4,230.86691,0.07712386,-0.46431333
hider,4,230.86691,0.07712386,-0.46431333
higelace,4,230.86691,0.07712386,-0.46431333
hlæw,4,230.86691,0.07712386,-0.46431333
hofe,4,230.86691,0.07712386,-0.46431333
hold,4,230.86691,0.07712386,-0.46431333
holme,4,230.86691,0.07712386,-0.46431333
hreðre,4,230.86691,0.07712386,-0.46431333
hreþre,4,230.86691,0.07712386,-0.46431333
hring,4,230.86691,0.07712386,-0.46431333
hryre,4,230.86691,0.07712386,-0.46431333
hund,4,230.86691,0.07712386,-0.46431333
husa,4,230.86691,0.07712386,-0.46431333
hwæþere,4,230.86691,0.07712386,-0.46431333
hwæþre,4,230.86691,0.07712386,-0.46431333
hyldo,4,230.86691,0.07712386,-0.46431333
laf,4,230.86691,0.07712386,-0.46431333
lande,4,230.86691,0.07712386,-0.46431333
laðan,4,230.86691,0.07712386,-0.46431333
laðra,4,230.86691,0.07712386,-0.46431333
licgean,4,230.86691,0.07712386,-0.46431333
life,4,230.86691,0.07712386,-0.46431333
lifigende,4,230.86691,0.07712386,-0.46431333
ma,4,230.86691,0.07712386,-0.46431333
magum,4,230.86691,0.07712386,-0.46431333
manegum,4,230.86691,0.07712386,-0.46431333
mearn,4,230.86691,0.07712386,-0.46431333
mearum,4,230.86691,0.07712386,-0.46431333
meces,4,230.86691,0.07712386,-0.46431333
mehte,4,230.86691,0.07712386,-0.46431333
mihton,4,230.86691,0.07712386,-0.46431333
missera,4,230.86691,0.07712386,-0.46431333
mot,4,230.86691,0.07712386,-0.46431333
mæge,4,230.86691,0.07712386,-0.46431333
mægen,4,230.86691,0.07712386,-0.46431333
mægnes,4,230.86691,0.07712386,-0.46431333
mæra,4,230.86691,0.07712386,-0.46431333
na,4,230.86691,0.07712386,-0.46431333
nean,4,230.86691,0.07712386,-0.46431333
nihtes,4,230.86691,0.07712386,-0.46431333
nimeð,4,230.86691,0.07712386,-0.46431333
nið,4,230.86691,0.07712386,-0.46431333
ofgeaf,4,230.86691,0.07712386,-0.46431333
ofsloh,4,230.86691,0.07712386,-0.46431333
ongean,4,230.86691,0.07712386,-0.46431333
oð,4,230.86691,0.07712386,-0.46431333
reced,4,230.86691,0.07712386,-0.46431333
rof,4,230.86691,0.07712386,-0.46431333
rond,4,230.86691,0.07712386,-0.46431333
sawle,4,230.86691,0.07712386,-0.46431333
sceawedon,4,230.86691,0.07712386,-0.46431333
sceawode,4,230.86691,0.07712386,-0.46431333
seah,4,230.86691,0.07712386,-0.46431333
secga,4,230.86691,0.07712386,-0.46431333
selran,4,230.86691,0.07712386,-0.46431333
sibbe,4,230.86691,0.07712386,-0.46431333
sie,4,230.86691,0.07712386,-0.46431333
sinces,4,230.86691,0.07712386,-0.46431333
sinne,4,230.86691,0.07712386,-0.46431333
snotor,4,230.86691,0.07712386,-0.46431333
sorge,4,230.86691,0.07712386,-0.46431333
stan,4,230.86691,0.07712386,-0.46431333
sumne,4,230.86691,0.07712386,-0.46431333
swefeð,4,230.86691,0.07712386,-0.46431333
sweona,4,230.86691,0.07712386,-0.46431333
swæse,4,230.86691,0.07712386,-0.46431333
symbel,4,230.86691,0.07712386,-0.46431333
sæm,4,230.86691,0.07712386,-0.46431333
truwode,4,230.86691,0.07712386,-0.46431333
tweonum,4,230.86691,0.07712386,-0.46431333
undyrne,4,230.86691,0.07712386,-0.46431333
usic,4,230.86691,0.07712386,-0.46431333
utan,4,230.86691,0.07712386,-0.46431333
weana,4,230.86691,0.07712386,-0.46431333
weol,4,230.86691,0.07712386,-0.46431333
wera,4,230.86691,0.07712386,-0.46431333
wigendra,4,230.86691,0.07712386,-0.46431333
wisa,4,230.86691,0.07712386,-0.46431333
wiston,4,230.86691,0.07712386,-0.46431333
witan,4,230.86691,0.07712386,-0.46431333
woldon,4,230.86691,0.07712386,-0.46431333
worold,4,230.86691,0.07712386,-0.46431333
wuldres,4,230.86691,0.07712386,-0.46431333
wunað,4,230.86691,0.07712386,-0.46431333
wundum,4,230.86691,0.07712386,-0.46431333
wundur,4,230.86691,0.07712386,-0.46431333
wylle,4,230.86691,0.07712386,-0.46431333
wyrsan,4,230.86691,0.07712386,-0.46431333
wæl,4,230.86691,0.07712386,-0.46431333
wæpnum,4,230.86691,0.07712386,-0.46431333
wæteres,4,230.86691,0.07712386,-0.46431333
yldo,4,230.86691,0.07712386,-0.46431333
ys,4,230.86691,0.07712386,-0.46431333
yða,4,230.86691,0.07712386,-0.46431333
yðe,4,230.86691,0.07712386,-0.46431333
æghwæs,4,230.86691,0.07712386,-0.46431333
æglæca,4,230.86691,0.07712386,-0.46431333
æht,4,230.86691,0.07712386,-0.46431333
æðeling,4,230.86691,0.07712386,-0.46431333
þanc,4,230.86691,0.07712386,-0.46431333
þas,4,230.86691,0.07712386,-0.46431333
þeaw,4,230.86691,0.07712386,-0.46431333
þeodnes,4,230.86691,0.07712386,-0.46431333
þohte,4,230.86691,0.07712386,-0.46431333
þonon,4,230.86691,0.07712386,-0.46431333
þrage,4,230.86691,0.07712386,-0.46431333
acwealde,3,173.15018,-0.003951774,0.023791099
adl,3,173.15018,-0.003951774,0.023791099
aglæcan,3,173.15018,-0.003951774,0.023791099
aldres,3,173.15018,-0.003951774,0.023791099
alwalda,3,173.15018,-0.003951774,0.023791099
arstafum,3,173.15018,-0.003951774,0.023791099
arum,3,173.15018,-0.003951774,0.023791099
astah,3,173.15018,-0.003951774,0.023791099
astod,3,173.15018,-0.003951774,0.023791099
banan,3,173.15018,-0.003951774,0.023791099
bat,3,173.15018,-0.003951774,0.023791099
bearme,3,173.15018,-0.003951774,0.023791099
befangen,3,173.15018,-0.003951774,0.023791099
befongen,3,173.15018,-0.003951774,0.023791099
beforan,3,173.15018,-0.003951774,0.023791099
begeat,3,173.15018,-0.003951774,0.023791099
begen,3,173.15018,-0.003951774,0.023791099
begong,3,173.15018,-0.003951774,0.023791099
beore,3,173.15018,-0.003951774,0.023791099
beorh,3,173.15018,-0.003951774,0.023791099
beorht,3,173.15018,-0.003951774,0.023791099
beorsele,3,173.15018,-0.003951774,0.023791099
bereafod,3,173.15018,-0.003951774,0.023791099
billes,3,173.15018,-0.003951774,0.023791099
biowulfes,3,173.15018,-0.003951774,0.023791099
bold,3,173.15018,-0.003951774,0.023791099
bonan,3,173.15018,-0.003951774,0.023791099
boren,3,173.15018,-0.003951774,0.023791099
bote,3,173.15018,-0.003951774,0.023791099
brad,3,173.15018,-0.003951774,0.023791099
breac,3,173.15018,-0.003951774,0.023791099
brego,3,173.15018,-0.003951774,0.023791099
bregostol,3,173.15018,-0.003951774,0.023791099
breost,3,173.15018,-0.003951774,0.023791099
breostum,3,173.15018,-0.003951774,0.023791099
bringan,3,173.15018,-0.003951774,0.023791099
broga,3,173.15018,-0.003951774,0.023791099
broðor,3,173.15018,-0.003951774,0.023791099
bruc,3,173.15018,-0.003951774,0.023791099
brytta,3,173.15018,-0.003951774,0.023791099
bugon,3,173.15018,-0.003951774,0.023791099
burston,3,173.15018,-0.003951774,0.023791099
byreð,3,173.15018,-0.003951774,0.023791099
bæl,3,173.15018,-0.003951774,0.023791099
bæle,3,173.15018,-0.003951774,0.023791099
ceol,3,173.15018,-0.003951774,0.023791099
ceorlas,3,173.15018,-0.003951774,0.023791099
cuman,3,173.15018,-0.003951774,0.023791099
cunnian,3,173.15018,-0.003951774,0.023791099
cunnon,3,173.15018,-0.003951774,0.023791099
cwomon,3,173.15018,-0.003951774,0.023791099
dead,3,173.15018,-0.003951774,0.023791099
deah,3,173.15018,-0.003951774,0.023791099
deaðe,3,173.15018,-0.003951774,0.023791099
deop,3,173.15018,-0.003951774,0.023791099
domes,3,173.15018,-0.003951774,0.023791099
druncne,3,173.15018,-0.003951774,0.023791099
duge,3,173.15018,-0.003951774,0.023791099
duguð,3,173.15018,-0.003951774,0.023791099
dynede,3,173.15018,-0.003951774,0.023791099
dæd,3,173.15018,-0.003951774,0.023791099
dæge,3,173.15018,-0.003951774,0.023791099
eafera,3,173.15018,-0.003951774,0.023791099
eafora,3,173.15018,-0.003951774,0.023791099
eagum,3,173.15018,-0.003951774,0.023791099
ealdor,3,173.15018,-0.003951774,0.023791099
ealdum,3,173.15018,-0.003951774,0.023791099
ealgian,3,173.15018,-0.003951774,0.023791099
ealne,3,173.15018,-0.003951774,0.023791099
earde,3,173.15018,-0.003951774,0.023791099
eaðe,3,173.15018,-0.003951774,0.023791099
ece,3,173.15018,-0.003951774,0.023791099
ecean,3,173.15018,-0.003951774,0.023791099
egeslic,3,173.15018,-0.003951774,0.023791099
ellenrof,3,173.15018,-0.003951774,0.023791099
elles,3,173.15018,-0.003951774,0.023791099
enta,3,173.15018,-0.003951774,0.023791099
eodon,3,173.15018,-0.003951774,0.023791099
eorles,3,173.15018,-0.003951774,0.023791099
eowerne,3,173.15018,-0.003951774,0.023791099
est,3,173.15018,-0.003951774,0.023791099
faroðe,3,173.15018,-0.003951774,0.023791099
fea,3,173.15018,-0.003951774,0.023791099
feondes,3,173.15018,-0.003951774,0.023791099
feorhgeniðlan,3,173.15018,-0.003951774,0.023791099
feorum,3,173.15018,-0.003951774,0.023791099
feredon,3,173.15018,-0.003951774,0.023791099
ferhþe,3,173.15018,-0.003951774,0.023791099
feðan,3,173.15018,-0.003951774,0.023791099
fin,3,173.15018,-0.003951774,0.023791099
finnes,3,173.15018,-0.003951774,0.023791099
floda,3,173.15018,-0.003951774,0.023791099
flodes,3,173.15018,-0.003951774,0.023791099
flota,3,173.15018,-0.003951774,0.023791099
folcum,3,173.15018,-0.003951774,0.023791099
folme,3,173.15018,-0.003951774,0.023791099
folmum,3,173.15018,-0.003951774,0.023791099
foran,3,173.15018,-0.003951774,0.023791099
forgyldan,3,173.15018,-0.003951774,0.023791099
forman,3,173.15018,-0.003951774,0.023791099
forðon,3,173.15018,-0.003951774,0.023791099
freawine,3,173.15018,-0.003951774,0.023791099
fremedon,3,173.15018,-0.003951774,0.023791099
freode,3,173.15018,-0.003951774,0.023791099
freond,3,173.15018,-0.003951774,0.023791099
freondum,3,173.15018,-0.003951774,0.023791099
frægn,3,173.15018,-0.003951774,0.023791099
furðum,3,173.15018,-0.003951774,0.023791099
fyre,3,173.15018,-0.003951774,0.023791099
fær,3,173.15018,-0.003951774,0.023791099
fæsten,3,173.15018,-0.003951774,0.023791099
fæted,3,173.15018,-0.003951774,0.023791099
fættan,3,173.15018,-0.003951774,0.023791099
gan,3,173.15018,-0.003951774,0.023791099
gardenum,3,173.15018,-0.003951774,0.023791099
garsecg,3,173.15018,-0.003951774,0.023791099
geald,3,173.15018,-0.003951774,0.023791099
geardagum,3,173.15018,-0.003951774,0.023791099
geare,3,173.15018,-0.003951774,0.023791099
gebohte,3,173.15018,-0.003951774,0.023791099
gebræd,3,173.15018,-0.003951774,0.023791099
gebæded,3,173.15018,-0.003951774,0.023791099
geceas,3,173.15018,-0.003951774,0.023791099
gecwæð,3,173.15018,-0.003951774,0.023791099
gecyðed,3,173.15018,-0.003951774,0.023791099
gecyþed,3,173.15018,-0.003951774,0.023791099
gedriht,3,173.15018,-0.003951774,0.023791099
gedryht,3,173.15018,-0.003951774,0.023791099
gefeh,3,173.15018,-0.003951774,0.023791099
gefered,3,173.15018,-0.003951774,0.023791099
gefrunen,3,173.15018,-0.003951774,0.023791099
gefrunon,3,173.15018,-0.003951774,0.023791099
gefælsod,3,173.15018,-0.003951774,0.023791099
gegrette,3,173.15018,-0.003951774,0.023791099
gehealdan,3,173.15018,-0.003951774,0.023791099
geheold,3,173.15018,-0.003951774,0.023791099
gehet,3,173.15018,-0.003951774,0.023791099
gehwam,3,173.15018,-0.003951774,0.023791099
gehwone,3,173.15018,-0.003951774,0.023791099
gehwæþer,3,173.15018,-0.003951774,0.023791099
gelamp,3,173.15018,-0.003951774,0.023791099
gelæste,3,173.15018,-0.003951774,0.023791099
gemon,3,173.15018,-0.003951774,0.023791099
geneðde,3,173.15018,-0.003951774,0.023791099
genæs,3,173.15018,-0.003951774,0.023791099
geogoðe,3,173.15018,-0.003951774,0.023791099
geogoþe,3,173.15018,-0.003951774,0.023791099
gescod,3,173.15018,-0.003951774,0.023791099
gesecean,3,173.15018,-0.003951774,0.023791099
gesiðum,3,173.15018,-0.003951774,0.023791099
gestod,3,173.15018,-0.003951774,0.023791099
gestreon,3,173.15018,-0.003951774,0.023791099
geswac,3,173.15018,-0.003951774,0.023791099
gesælde,3,173.15018,-0.003951774,0.023791099
getruwode,3,173.15018,-0.003951774,0.023791099
gewiton,3,173.15018,-0.003951774,0.023791099
geworden,3,173.15018,-0.003951774,0.023791099
gewurþad,3,173.15018,-0.003951774,0.023791099
gist,3,173.15018,-0.003951774,0.023791099
godan,3,173.15018,-0.003951774,0.023791099
gomel,3,173.15018,-0.003951774,0.023791099
grape,3,173.15018,-0.003951774,0.023791099
grimme,3,173.15018,-0.003951774,0.023791099
grund,3,173.15018,-0.003951774,0.023791099
grundwong,3,173.15018,-0.003951774,0.023791099
gryre,3,173.15018,-0.003951774,0.023791099
grædig,3,173.15018,-0.003951774,0.023791099
gyfen,3,173.15018,-0.003951774,0.023791099
gyldan,3,173.15018,-0.003951774,0.023791099
gæð,3,173.15018,-0.003951774,0.023791099
hal,3,173.15018,-0.003951774,0.023791099
halig,3,173.15018,-0.003951774,0.023791099
hatan,3,173.15018,-0.003951774,0.023791099
heafod,3,173.15018,-0.003951774,0.023791099
healfa,3,173.15018,-0.003951774,0.023791099
healfe,3,173.15018,-0.003951774,0.023791099
healse,3,173.15018,-0.003951774,0.023791099
heortan,3,173.15018,-0.003951774,0.023791099
heregriman,3,173.15018,-0.003951774,0.023791099
hig,3,173.15018,-0.003951774,0.023791099
hildebille,3,173.15018,-0.003951774,0.023791099
hildfruman,3,173.15018,-0.003951774,0.023791099
hilt,3,173.15018,-0.003951774,0.023791099
hiora,3,173.15018,-0.003951774,0.023791099
hira,3,173.15018,-0.003951774,0.023791099
holdne,3,173.15018,-0.003951774,0.023791099
hremig,3,173.15018,-0.003951774,0.023791099
hreðles,3,173.15018,-0.003951774,0.023791099
hrinan,3,173.15018,-0.003951774,0.023791099
hringa,3,173.15018,-0.003951774,0.023791099
hringas,3,173.15018,-0.003951774,0.023791099
hringmæl,3,173.15018,-0.003951774,0.023791099
hringsele,3,173.15018,-0.003951774,0.023791099
hroþgar,3,173.15018,-0.003951774,0.023791099
hruron,3,173.15018,-0.003951774,0.023791099
hwa,3,173.15018,-0.003951774,0.023791099
hygelaces,3,173.15018,-0.003951774,0.023791099
hynðo,3,173.15018,-0.003951774,0.023791099
idel,3,173.15018,-0.003951774,0.023791099
idese,3,173.15018,-0.003951774,0.023791099
irena,3,173.15018,-0.003951774,0.023791099
irenna,3,173.15018,-0.003951774,0.023791099
lang,3,173.15018,-0.003951774,0.023791099
laþes,3,173.15018,-0.003951774,0.023791099
laþum,3,173.15018,-0.003951774,0.023791099
leofað,3,173.15018,-0.003951774,0.023791099
leoma,3,173.15018,-0.003951774,0.023791099
let,3,173.15018,-0.003951774,0.023791099
leton,3,173.15018,-0.003951774,0.023791099
lic,3,173.15018,-0.003951774,0.023791099
lichoma,3,173.15018,-0.003951774,0.023791099
lige,3,173.15018,-0.003951774,0.023791099
ligeð,3,173.15018,-0.003951774,0.023791099
lixte,3,173.15018,-0.003951774,0.023791099
longsum,3,173.15018,-0.003951774,0.023791099
lytle,3,173.15018,-0.003951774,0.023791099
læs,3,173.15018,-0.003951774,0.023791099
læssan,3,173.15018,-0.003951774,0.023791099
mago,3,173.15018,-0.003951774,0.023791099
mancynnes,3,173.15018,-0.003951774,0.023791099
mane,3,173.15018,-0.003951774,0.023791099
manige,3,173.15018,-0.003951774,0.023791099
manscaða,3,173.15018,-0.003951774,0.023791099
mare,3,173.15018,-0.003951774,0.023791099
maðmum,3,173.15018,-0.003951774,0.023791099
mearas,3,173.15018,-0.003951774,0.023791099
mece,3,173.15018,-0.003951774,0.023791099
minra,3,173.15018,-0.003951774,0.023791099
modceare,3,173.15018,-0.003951774,0.023791099
modsefa,3,173.15018,-0.003951774,0.023791099
monige,3,173.15018,-0.003951774,0.023791099
moras,3,173.15018,-0.003951774,0.023791099
morgen,3,173.15018,-0.003951774,0.023791099
mote,3,173.15018,-0.003951774,0.023791099
moton,3,173.15018,-0.003951774,0.023791099
mynte,3,173.15018,-0.003951774,0.023791099
mæl,3,173.15018,-0.003951774,0.023791099
mæla,3,173.15018,-0.003951774,0.023791099
mælum,3,173.15018,-0.003951774,0.023791099
mærðo,3,173.15018,-0.003951774,0.023791099
mæton,3,173.15018,-0.003951774,0.023791099
nacod,3,173.15018,-0.003951774,0.023791099
nalas,3,173.15018,-0.003951774,0.023791099
nefa,3,173.15018,-0.003951774,0.023791099
nemne,3,173.15018,-0.003951774,0.023791099
nihtum,3,173.15018,-0.003951774,0.023791099
niwe,3,173.15018,-0.003951774,0.023791099
nytte,3,173.15018,-0.003951774,0.023791099
næssas,3,173.15018,-0.003951774,0.023791099
ofoste,3,173.15018,-0.003951774,0.023791099
ofteah,3,173.15018,-0.003951774,0.023791099
ohteres,3,173.15018,-0.003951774,0.023791099
ondsware,3,173.15018,-0.003951774,0.023791099
ongeat,3,173.15018,-0.003951774,0.023791099
ongitan,3,173.15018,-0.003951774,0.023791099
ongon,3,173.15018,-0.003951774,0.023791099
orde,3,173.15018,-0.003951774,0.023791099
oretmecgas,3,173.15018,-0.003951774,0.023791099
oðerne,3,173.15018,-0.003951774,0.023791099
oþres,3,173.15018,-0.003951774,0.023791099
oþðæt,3,173.15018,-0.003951774,0.023791099
recede,3,173.15018,-0.003951774,0.023791099
recedes,3,173.15018,-0.003951774,0.023791099
reþe,3,173.15018,-0.003951774,0.023791099
rica,3,173.15018,-0.003951774,0.023791099
sar,3,173.15018,-0.003951774,0.023791099
scan,3,173.15018,-0.003951774,0.023791099
scealt,3,173.15018,-0.003951774,0.023791099
scel,3,173.15018,-0.003951774,0.023791099
scildinga,3,173.15018,-0.003951774,0.023791099
scir,3,173.15018,-0.003951774,0.023791099
scop,3,173.15018,-0.003951774,0.023791099
scriðan,3,173.15018,-0.003951774,0.023791099
scyldas,3,173.15018,-0.003951774,0.023791099
scyldig,3,173.15018,-0.003951774,0.023791099
searoniðas,3,173.15018,-0.003951774,0.023791099
secgas,3,173.15018,-0.003951774,0.023791099
segn,3,173.15018,-0.003951774,0.023791099
seleð,3,173.15018,-0.003951774,0.023791099
selfes,3,173.15018,-0.003951774,0.023791099
selra,3,173.15018,-0.003951774,0.023791099
semninga,3,173.15018,-0.003951774,0.023791099
sende,3,173.15018,-0.003951774,0.023791099
setle,3,173.15018,-0.003951774,0.023791099
sidne,3,173.15018,-0.003951774,0.023791099
sincfæt,3,173.15018,-0.003951774,0.023791099
sinum,3,173.15018,-0.003951774,0.023791099
siðes,3,173.15018,-0.003951774,0.023791099
slog,3,173.15018,-0.003951774,0.023791099
snyttrum,3,173.15018,-0.003951774,0.023791099
